date,Chelsea Football Club,isPartial
2016-03-19 13:04:00,12,False
2016-03-19 13:12:00,19,False
2016-03-19 13:20:00,12,False
2016-03-19 13:28:00,16,False
2016-03-19 13:36:00,12,False
2016-03-19 13:44:00,18,False
2016-03-19 13:52:00,21,False
2016-03-19 14:00:00,14,False
2016-03-19 14:08:00,19,False
2016-03-19 14:16:00,12,False
2016-03-19 14:24:00,14,False
2016-03-19 14:32:00,12,False
2016-03-19 14:40:00,21,False
2016-03-19 14:48:00,24,False
2016-03-19 14:56:00,41,False
2016-03-19 15:04:00,41,False
2016-03-19 15:12:00,48,False
2016-03-19 15:20:00,80,False
2016-03-19 15:28:00,47,False
2016-03-19 15:36:00,64,False
2016-03-19 15:44:00,60,False
2016-03-19 15:52:00,91,False
2016-03-19 16:00:00,61,False
2016-03-19 16:08:00,67,False
2016-03-19 16:16:00,60,False
2016-03-19 16:24:00,76,False
2016-03-19 16:32:00,74,False
2016-03-19 16:40:00,76,False
2016-03-19 16:48:00,100,False
2016-03-19 16:56:00,81,False
2016-03-19 17:04:00,51,False
2016-03-19 17:12:00,55,False
2016-03-19 17:20:00,58,False
2016-03-19 17:28:00,49,False
2016-03-19 17:36:00,36,False
2016-03-19 17:44:00,49,False
2016-03-19 17:52:00,29,False
2016-03-19 18:00:00,36,False
2016-03-19 18:08:00,26,False
2016-03-19 18:16:00,33,False
2016-03-19 18:24:00,35,False
2016-03-19 18:32:00,30,False
2016-03-19 18:40:00,25,False
2016-03-19 18:48:00,33,False
2016-03-19 18:56:00,38,False
2016-03-19 19:04:00,24,False
2016-03-19 19:12:00,26,False
2016-03-19 19:20:00,16,False
2016-03-19 19:28:00,29,False
2016-03-19 19:36:00,16,False
2016-03-19 19:44:00,21,False
2016-03-19 19:52:00,17,False
2016-03-19 20:00:00,7,False
2016-03-19 20:08:00,26,False
2016-03-19 20:16:00,26,False
2016-03-19 20:24:00,18,False
2016-03-19 20:32:00,21,False
2016-03-19 20:40:00,15,False
2016-03-19 20:48:00,24,False
2016-03-19 20:56:00,7,False
2016-03-19 21:04:00,9,False
2016-03-19 21:12:00,13,False
2016-03-19 21:20:00,10,False
2016-03-19 21:28:00,27,False
2016-03-19 21:36:00,14,False
2016-03-19 21:44:00,15,False
2016-03-19 21:52:00,17,False
2016-03-19 22:00:00,11,False
2016-03-19 22:08:00,19,False
2016-03-19 22:16:00,12,False
2016-03-19 22:24:00,12,False
2016-03-19 22:32:00,14,False
2016-03-19 22:40:00,12,False
2016-03-19 22:48:00,18,False
2016-03-19 22:56:00,26,False
2016-04-02 01:04:00,3,False
2016-04-02 01:12:00,4,False
2016-04-02 01:20:00,5,False
2016-04-02 01:28:00,4,False
2016-04-02 01:36:00,3,False
2016-04-02 01:44:00,9,False
2016-04-02 01:52:00,4,False
2016-04-02 02:00:00,5,False
2016-04-02 02:08:00,7,False
2016-04-02 02:16:00,3,False
2016-04-02 02:24:00,4,False
2016-04-02 02:32:00,5,False
2016-04-02 02:40:00,3,False
2016-04-02 02:48:00,2,False
2016-04-02 02:56:00,4,False
2016-04-02 03:04:00,4,False
2016-04-02 03:12:00,5,False
2016-04-02 03:20:00,8,False
2016-04-02 03:28:00,7,False
2016-04-02 03:36:00,4,False
2016-04-02 03:44:00,6,False
2016-04-02 03:52:00,6,False
2016-04-02 04:00:00,3,False
2016-04-02 04:08:00,7,False
2016-04-02 04:16:00,3,False
2016-04-02 04:24:00,1,False
2016-04-02 04:32:00,3,False
2016-04-02 04:40:00,6,False
2016-04-02 04:48:00,5,False
2016-04-02 04:56:00,4,False
2016-04-02 05:04:00,3,False
2016-04-02 05:12:00,5,False
2016-04-02 05:20:00,7,False
2016-04-02 05:28:00,4,False
2016-04-02 05:36:00,4,False
2016-04-02 05:44:00,4,False
2016-04-02 05:52:00,5,False
2016-04-02 06:00:00,2,False
2016-04-02 06:08:00,5,False
2016-04-02 06:16:00,6,False
2016-04-02 06:24:00,3,False
2016-04-02 06:32:00,5,False
2016-04-02 06:40:00,2,False
2016-04-02 06:48:00,5,False
2016-04-02 06:56:00,6,False
2016-04-02 07:04:00,7,False
2016-04-02 07:12:00,6,False
2016-04-02 07:20:00,6,False
2016-04-02 07:28:00,8,False
2016-04-02 07:36:00,3,False
2016-04-02 07:44:00,4,False
2016-04-02 07:52:00,4,False
2016-04-02 08:00:00,4,False
2016-04-02 08:08:00,5,False
2016-04-02 08:16:00,3,False
2016-04-02 08:24:00,7,False
2016-04-02 08:32:00,6,False
2016-04-02 08:40:00,4,False
2016-04-02 08:48:00,5,False
2016-04-02 08:56:00,3,False
2016-04-02 09:04:00,7,False
2016-04-02 09:12:00,5,False
2016-04-02 09:20:00,5,False
2016-04-02 09:28:00,4,False
2016-04-02 09:36:00,7,False
2016-04-02 09:44:00,6,False
2016-04-02 09:52:00,7,False
2016-04-02 10:00:00,6,False
2016-04-02 10:08:00,5,False
2016-04-02 10:16:00,8,False
2016-04-02 10:24:00,8,False
2016-04-02 10:32:00,8,False
2016-04-02 10:40:00,9,False
2016-04-02 10:48:00,8,False
2016-04-02 10:56:00,12,False
2016-04-02 11:04:00,11,False
2016-04-02 11:12:00,9,False
2016-04-02 11:20:00,9,False
2016-04-02 11:28:00,13,False
2016-04-02 11:36:00,15,False
2016-04-02 11:44:00,26,False
2016-04-02 11:52:00,34,False
2016-04-02 12:00:00,36,False
2016-04-02 12:08:00,55,False
2016-04-02 12:16:00,65,False
2016-04-02 12:24:00,68,False
2016-04-02 12:32:00,94,False
2016-04-02 12:40:00,74,False
2016-04-02 12:48:00,75,False
2016-04-02 12:56:00,95,False
2016-04-02 13:04:00,100,False
2016-04-02 13:12:00,83,False
2016-04-02 13:20:00,79,False
2016-04-02 13:28:00,74,False
2016-04-02 13:36:00,77,False
2016-04-02 13:44:00,66,False
2016-04-02 13:52:00,58,False
2016-04-02 14:00:00,48,False
2016-04-02 14:08:00,51,False
2016-04-02 14:16:00,42,False
2016-04-02 14:24:00,42,False
2016-04-02 14:32:00,42,False
2016-04-02 14:40:00,26,False
2016-04-02 14:48:00,25,False
2016-04-02 14:56:00,26,False
2016-04-02 15:04:00,28,False
2016-04-02 15:12:00,28,False
2016-04-02 15:20:00,25,False
2016-04-02 15:28:00,25,False
2016-04-02 15:36:00,21,False
2016-04-02 15:44:00,23,False
2016-04-02 15:52:00,18,False
2016-04-02 16:00:00,28,False
2016-04-02 16:08:00,22,False
2016-04-02 16:16:00,20,False
2016-04-02 16:24:00,16,False
2016-04-02 16:32:00,17,False
2016-04-02 16:40:00,14,False
2016-04-02 16:48:00,17,False
2016-04-02 16:56:00,14,False
2016-04-02 17:04:00,16,False
2016-04-02 17:12:00,14,False
2016-04-02 17:20:00,12,False
2016-04-02 17:28:00,15,False
2016-04-02 17:36:00,9,False
2016-04-02 17:44:00,12,False
2016-04-02 17:52:00,14,False
2016-04-02 18:00:00,15,False
2016-04-02 18:08:00,10,False
2016-04-02 18:16:00,11,False
2016-04-02 18:24:00,12,False
2016-04-02 18:32:00,9,False
2016-04-02 18:40:00,11,False
2016-04-02 18:48:00,8,False
2016-04-02 18:56:00,9,False
2016-04-02 19:04:00,7,False
2016-04-02 19:12:00,14,False
2016-04-02 19:20:00,15,False
2016-04-02 19:28:00,10,False
2016-04-02 19:36:00,10,False
2016-04-02 19:44:00,10,False
2016-04-02 19:52:00,4,False
2016-04-02 20:00:00,10,False
2016-04-02 20:08:00,9,False
2016-04-02 20:16:00,10,False
2016-04-02 20:24:00,13,False
2016-04-02 20:32:00,10,False
2016-04-02 20:40:00,7,False
2016-04-02 20:48:00,11,False
2016-04-02 20:56:00,11,False
2016-04-02 21:04:00,9,False
2016-04-02 21:12:00,6,False
2016-04-02 21:20:00,11,False
2016-04-02 21:28:00,11,False
2016-04-02 21:36:00,11,False
2016-04-02 21:44:00,11,False
2016-04-02 21:52:00,8,False
2016-04-02 22:00:00,5,False
2016-04-02 22:08:00,8,False
2016-04-02 22:16:00,9,False
2016-04-02 22:24:00,7,False
2016-04-02 22:32:00,11,False
2016-04-02 22:40:00,8,False
2016-04-02 22:48:00,11,False
2016-04-02 22:56:00,8,False
2016-04-09 01:04:00,7,False
2016-04-09 01:12:00,10,False
2016-04-09 01:20:00,6,False
2016-04-09 01:28:00,3,False
2016-04-09 01:36:00,7,False
2016-04-09 01:44:00,1,False
2016-04-09 01:52:00,3,False
2016-04-09 02:00:00,6,False
2016-04-09 02:08:00,7,False
2016-04-09 02:16:00,9,False
2016-04-09 02:24:00,9,False
2016-04-09 02:32:00,6,False
2016-04-09 02:40:00,8,False
2016-04-09 02:48:00,8,False
2016-04-09 02:56:00,2,False
2016-04-09 03:04:00,3,False
2016-04-09 03:12:00,2,False
2016-04-09 03:20:00,11,False
2016-04-09 03:28:00,5,False
2016-04-09 03:36:00,3,False
2016-04-09 03:44:00,5,False
2016-04-09 03:52:00,8,False
2016-04-09 04:00:00,5,False
2016-04-09 04:08:00,10,False
2016-04-09 04:16:00,11,False
2016-04-09 04:24:00,11,False
2016-04-09 04:32:00,5,False
2016-04-09 04:40:00,11,False
2016-04-09 04:48:00,6,False
2016-04-09 04:56:00,8,False
2016-04-09 05:04:00,2,False
2016-04-09 05:12:00,6,False
2016-04-09 05:20:00,8,False
2016-04-09 05:28:00,5,False
2016-04-09 05:36:00,5,False
2016-04-09 05:44:00,15,False
2016-04-09 05:52:00,5,False
2016-04-09 06:00:00,7,False
2016-04-09 06:08:00,4,False
2016-04-09 06:16:00,10,False
2016-04-09 06:24:00,7,False
2016-04-09 06:32:00,7,False
2016-04-09 06:40:00,10,False
2016-04-09 06:48:00,4,False
2016-04-09 06:56:00,1,False
2016-04-09 07:04:00,8,False
2016-04-09 07:12:00,8,False
2016-04-09 07:20:00,8,False
2016-04-09 07:28:00,15,False
2016-04-09 07:36:00,7,False
2016-04-09 07:44:00,9,False
2016-04-09 07:52:00,10,False
2016-04-09 08:00:00,10,False
2016-04-09 08:08:00,13,False
2016-04-09 08:16:00,5,False
2016-04-09 08:24:00,6,False
2016-04-09 08:32:00,4,False
2016-04-09 08:40:00,8,False
2016-04-09 08:48:00,8,False
2016-04-09 08:56:00,5,False
2016-04-09 09:04:00,6,False
2016-04-09 09:12:00,5,False
2016-04-09 09:20:00,7,False
2016-04-09 09:28:00,5,False
2016-04-09 09:36:00,5,False
2016-04-09 09:44:00,10,False
2016-04-09 09:52:00,17,False
2016-04-09 10:00:00,9,False
2016-04-09 10:08:00,9,False
2016-04-09 10:16:00,11,False
2016-04-09 10:24:00,16,False
2016-04-09 10:32:00,5,False
2016-04-09 10:40:00,7,False
2016-04-09 10:48:00,6,False
2016-04-09 10:56:00,10,False
2016-04-09 11:04:00,7,False
2016-04-09 11:12:00,21,False
2016-04-09 11:20:00,9,False
2016-04-09 11:28:00,12,False
