date,Norwich City Football Club,isPartial
2015-12-26 14:00:00,47,False
2015-12-26 14:08:00,31,False
2015-12-26 14:16:00,15,False
2015-12-26 14:24:00,46,False
2015-12-26 14:32:00,15,False
2015-12-26 14:40:00,45,False
2015-12-26 14:48:00,30,False
2015-12-26 14:56:00,89,False
2015-12-26 15:04:00,89,False
2015-12-26 15:12:00,59,False
2015-12-26 15:20:00,74,False
2015-12-26 15:28:00,88,False
2015-12-26 15:36:00,88,False
2015-12-26 15:44:00,43,False
2015-12-26 15:52:00,86,False
2015-12-26 16:00:00,58,False
2015-12-26 16:08:00,29,False
2015-12-26 16:16:00,72,False
2015-12-26 16:24:00,43,False
2015-12-26 16:32:00,86,False
2015-12-26 16:40:00,29,False
2015-12-26 16:48:00,100,False
2015-12-26 16:56:00,57,False
2015-12-26 17:04:00,29,False
2015-12-26 17:12:00,14,False
2015-12-26 17:20:00,43,False
2015-12-26 17:28:00,58,False
2015-12-26 17:36:00,15,False
2015-12-26 17:44:00,44,False
2015-12-26 17:52:00,15,False
2015-12-26 18:00:00,59,False
2015-12-26 18:08:00,30,False
2015-12-26 18:16:00,15,False
2015-12-26 18:24:00,90,False
2015-12-26 18:32:00,15,False
2015-12-26 18:40:00,45,False
2015-12-26 18:48:00,0,False
2015-12-26 18:56:00,15,False
2015-12-28 13:04:00,9,False
2015-12-28 13:12:00,28,False
