date,Everton Football Club,Everton,isPartial
2015-12-12 14:16:00,0,96,False
2015-12-12 14:24:00,0,100,False
2015-12-12 14:32:00,0,92,False
2015-12-12 14:40:00,0,74,False
2015-12-12 14:48:00,0,59,False
2015-12-12 14:56:00,0,54,False
2015-12-12 15:04:00,0,44,False
2015-12-12 15:12:00,0,38,False
2015-12-12 15:20:00,0,34,False
2015-12-12 15:28:00,0,32,False
2015-12-12 15:36:00,0,27,False
2015-12-12 15:44:00,0,28,False
2015-12-12 15:52:00,0,25,False
2015-12-12 16:00:00,0,24,False
2015-12-19 13:04:00,0,18,False
2015-12-19 13:12:00,0,19,False
2015-12-19 13:20:00,0,18,False
2015-12-19 13:28:00,0,20,False
