date,Southampton Football Club,isPartial
2015-12-12 17:36:00,0,False
2015-12-12 17:44:00,41,False
2015-12-12 17:52:00,0,False
2015-12-12 18:00:00,0,False
2015-12-12 18:08:00,0,False
2015-12-12 18:16:00,63,False
2015-12-12 18:24:00,21,False
2015-12-12 18:32:00,0,False
2015-12-12 18:40:00,65,False
2015-12-12 18:48:00,43,False
2015-12-12 18:56:00,0,False
2015-12-19 13:04:00,38,False
2015-12-19 13:12:00,25,False
2015-12-19 13:20:00,37,False
2015-12-19 13:28:00,61,False
2015-12-19 13:36:00,24,False
2015-12-19 13:44:00,0,False
2015-12-19 13:52:00,24,False
2015-12-19 14:00:00,12,False
2015-12-19 14:08:00,59,False
2015-12-19 14:16:00,35,False
2015-12-19 14:24:00,23,False
2015-12-19 14:32:00,23,False
2015-12-19 14:40:00,0,False
2015-12-19 14:48:00,57,False
2015-12-19 14:56:00,68,False
2015-12-19 15:04:00,11,False
2015-12-19 15:12:00,56,False
2015-12-19 15:20:00,22,False
2015-12-19 15:28:00,56,False
2015-12-19 15:36:00,45,False
2015-12-19 15:44:00,66,False
2015-12-19 15:52:00,33,False
2015-12-19 16:00:00,67,False
2015-12-19 16:08:00,55,False
2015-12-19 16:16:00,78,False
2015-12-19 16:24:00,100,False
2015-12-19 16:32:00,56,False
2015-12-19 16:40:00,78,False
2015-12-19 16:48:00,77,False
2015-12-19 16:56:00,55,False
2015-12-19 17:04:00,67,False
2015-12-19 17:12:00,22,False
2015-12-19 17:20:00,22,False
2015-12-19 17:28:00,34,False
2015-12-19 17:36:00,23,False
2015-12-19 17:44:00,23,False
2015-12-19 17:52:00,11,False
2015-12-19 18:00:00,35,False
2015-12-19 18:08:00,23,False
2015-12-19 18:16:00,35,False
2015-12-19 18:24:00,0,False
2015-12-19 18:32:00,12,False
2015-12-19 18:40:00,59,False
2015-12-19 18:48:00,59,False
2015-12-19 18:56:00,12,False
2015-12-26 17:04:00,8,False
2015-12-26 17:12:00,8,False
2015-12-26 17:20:00,19,False
2015-12-26 17:28:00,11,False
2015-12-26 17:36:00,11,False
2015-12-26 17:44:00,14,False
2015-12-26 17:52:00,14,False
2015-12-26 18:00:00,14,False
2015-12-26 18:08:00,9,False
2015-12-26 18:16:00,20,False
2015-12-26 18:24:00,9,False
2015-12-26 18:32:00,14,False
2015-12-26 18:40:00,15,False
2015-12-26 18:48:00,3,False
2015-12-26 18:56:00,12,False
2015-12-26 19:04:00,3,False
2015-12-26 19:12:00,9,False
2015-12-26 19:20:00,9,False
2015-12-26 19:28:00,12,False
2015-12-26 19:36:00,21,False
2015-12-26 19:44:00,45,False
2015-12-26 19:52:00,36,False
2015-12-26 20:00:00,71,False
2015-12-26 20:08:00,62,False
2015-12-26 20:16:00,37,False
2015-12-26 20:24:00,50,False
2015-12-26 20:32:00,50,False
2015-12-26 20:40:00,28,False
2015-12-26 20:48:00,66,False
2015-12-26 20:56:00,67,False
2015-12-26 21:04:00,100,False
2015-12-26 21:12:00,84,False
2015-12-26 21:20:00,87,False
2015-12-26 21:28:00,59,False
2015-12-26 21:36:00,86,False
2015-12-26 21:44:00,47,False
2015-12-26 21:52:00,31,False
2015-12-26 22:00:00,41,False
2015-12-26 22:08:00,10,False
2015-12-26 22:16:00,24,False
2015-12-26 22:24:00,25,False
2015-12-26 22:32:00,25,False
2015-12-26 22:40:00,18,False
2015-12-26 22:48:00,18,False
2015-12-26 22:56:00,4,False
2015-12-28 15:04:00,27,False
2015-12-28 15:12:00,44,False
2015-12-28 15:20:00,18,False
